"取引日時","通貨","取引種別","取引価格","通貨1","通貨1数量","手数料","通貨1の対円レート","通貨2","通貨2数量","手数料(JPY)","課税区分","自己・媒介","注文 ID","備考"
"2022/05/07 21:29:49","XYM/JPY","買い","12.07","XYM","70","0","12.07","JPY","-845","","","自己","BFF20220507-122949-662126",""
"2022/05/07 17:01:17","XYM/JPY","買い","11.89","XYM","10","0","11.89","JPY","-119","","","自己","BFF20220507-080117-862111",""
"2022/05/07 16:24:28","XYM/JPY","買い","11.87","XYM","10","0","11.87","JPY","-119","","","自己","BFF20220507-072428-475238",""
"2022/05/07 10:50:57","XYM/JPY","買い","12.07","XYM","29","0","12.07","JPY","-351","","","自己","BFF20220507-015057-827427",""
"2022/05/07 10:45:25","XEM/JPY","買い","11.33","XEM","31","0","11.33","JPY","-352","","","自己","BFF20220507-014525-764278",""
"2022/05/07 10:44:58","BTC/JPY","買い","4,840,147","BTC","0.0002066","0","4,840,147","JPY","-1,000","","","自己","BFF20220507-014458-758829",""
"2022/05/07 10:43:56","XYM/JPY","買い","12.07","XYM","100","0","12.07","JPY","-1,207","","","自己","BFF20220507-014356-746070",""
"2022/05/07 09:18:55","XYM/JPY","買い","12.15","XYM","100","0","12.15","JPY","-1,215","","","自己","BFF20220507-001855-775258",""
"2022/05/07 09:18:16","JPY","入金","0","JPY","10,000","0","0","","0","","","","MDP20220507-001816-768542",""
"2022/04/26 08:49:31","XYM/JPY","買い","14.61","XYM","21.013004","0","14.61","JPY","-307","","","自己","BFF20220425-234931-384833",""
"2022/04/25 20:01:16","XYM/JPY","買い","14.2","XYM","100","0","14.2","JPY","-1,420","","","自己","BFF20220425-110116-327254",""
"2022/04/25 17:42:36","XEM/JPY","買い","12.34","XEM","30","0","12.34","JPY","-371","","","自己","BFF20220425-084236-854741",""
"2022/04/25 09:35:40","XEM/JPY","買い","12.45","XEM","30","0","12.45","JPY","-374","","","自己","BFF20220425-003540-502884",""
"2022/04/25 09:35:19","XYM/JPY","買い","14.81","XYM","20","0","14.81","JPY","-297","","","自己","BFF20220425-003519-499459",""
"2022/04/18 18:42:22","XYM/JPY","買い","14.64","XYM","10","0","14.64","JPY","-147","","","自己","BFF20220418-094222-426530",""
"2022/04/12 09:15:11","XEM/JPY","買い","12.46","XEM","10","0","12.46","JPY","-125","","","自己","BFF20220412-001511-758068",""
"2022/04/12 06:37:49","XEM/JPY","買い","12.58","XEM","10","0","12.58","JPY","-126","","","自己","BFF20220411-213749-061187",""
"2022/04/11 22:48:51","XYM/JPY","買い","14.82","XYM","10","0","14.82","JPY","-149","","","自己","BFF20220411-134851-127474",""
"2022/04/11 22:02:31","XYM/JPY","買い","14.94","XYM","15","0","14.94","JPY","-225","","","自己","BFF20220411-130231-631103",""
"2022/04/11 20:11:16","XEM/JPY","買い","13.16","XEM","10","0","13.16","JPY","-132","","","自己","BFF20220411-111116-439225",""
"2022/04/11 20:10:50","XYM/JPY","買い","15.32","XYM","10","0","15.32","JPY","-154","","","自己","BFF20220411-111050-434840",""
"2022/04/11 18:43:24","XYM/JPY","買い","15.73","XYM","10","0","15.73","JPY","-158","","","自己","BFF20220411-094324-523320",""
"2022/04/11 17:23:29","XEM/JPY","買い","13.32","XEM","10","0","13.32","JPY","-134","","","自己","BFF20220411-082329-686898",""
"2022/04/11 09:43:20","XEM/JPY","買い","13.41","XEM","10","0","13.41","JPY","-135","","","自己","BFF20220411-004320-586223",""
"2022/04/11 09:42:51","XYM/JPY","買い","15.81","XYM","10","0","15.81","JPY","-159","","","自己","BFF20220411-004251-581494",""
"2022/04/11 09:12:00","XYM/JPY","買い","15.85","XYM","10","0","15.85","JPY","-159","","","自己","BFF20220411-001200-255120",""
"2022/04/10 23:13:26","XYM/JPY","買い","15.89","XYM","50","0","15.89","JPY","-795","","","自己","BFF20220410-141326-979701",""
"2022/04/10 06:27:57","XYM/JPY","買い","16.04","XYM","50","0","16.04","JPY","-802","","","自己","BFF20220409-212757-172982",""
"2022/04/10 05:02:49","XYM/JPY","買い","16.48","XYM","50","0","16.48","JPY","-824","","","自己","BFF20220409-200249-285222",""
"2022/04/09 10:02:44","XEM/JPY","買い","13.49","XEM","100","0","13.49","JPY","-1,349","","","自己","BFF20220409-010244-106045",""
"2022/04/09 08:58:04","XYM/JPY","買い","16.58","XYM","100","0","16.58","JPY","-1,658","","","自己","BFF20220408-235804-415259",""
"2022/04/09 08:56:30","JPY","入金","0","JPY","10,000","0","0","","0","","","","MDP20220408-235630-397684",""
"2022/03/26 20:57:25","XYM","預入","0","XYM","15","0","18.795","","0","","","","CDP20220326-115725-537643",""
"2022/03/24 16:38:25","XYM","受取","0","XYM","0.823235","0","18.125","","0","","","","REC20220324-073825-716491","株式会社　bitFlyer XYM Optin(2022/03/24)"
"2021/12/29 07:12:17","XEM/JPY","買い","15.617","XEM","92.91157","0","15.617","JPY","-1,451","","","自己","BFF20211228-221217-193718",""
"2021/12/25 02:20:27","BTC","受取","0","BTC","0.00000085","0","5,811,550","","0","","","","REC20211224-172027-372365","bitFlyer Login Bonus(2021/12/25)"
"2021/12/21 07:25:07","XEM/JPY","買い","15.006","XEM","66.64001","0","15.006","JPY","-1,000","","","自己","BFF20211220-222507-340334",""
"2021/12/18 13:16:11","XEM/JPY","買い","15.406","XEM","490","0","15.406","JPY","-7,549","","","自己","BFF20211218-041611-503812",""
"2021/12/18 13:13:18","JPY","入金","0","JPY","10,000","0","0","","0","","","","MDP20211218-041318-479533",""
"2021/11/11 22:15:29","XEM/JPY","買い","23.308","XEM","110.090955","0","23.308","JPY","-2,566","","","自己","BFF20211111-131529-677658",""
"2021/11/07 19:15:39","XEM/JPY","売り","23.167","XEM","-100","0","23.167","JPY","2,316","","","自己","BFF20211107-101539-278007",""
"2021/11/05 20:30:35","XEM/JPY","買い","23.98","XEM","55","0","23.98","JPY","-1,319","","","自己","BFF20211105-113035-045332",""
"2021/11/05 12:42:43","XEM/JPY","買い","24.267","XEM","32.96658","0","24.267","JPY","-800","","","自己","BFF20211105-034243-412329",""
"2021/11/04 07:54:50","XLM/JPY","買い","46.182","XLM","20","0","46.182","JPY","-924","","","自己","BFF20211103-225450-722634",""
"2021/11/03 09:41:47","XEM/JPY","売り","23.69","XEM","-50","0","23.69","JPY","1,184","","","自己","BFF20211103-004147-313783",""
"2021/11/01 10:03:17","XEM/JPY","売り","21.097","XEM","-100","0","21.097","JPY","2,109","","","自己","BFF20211101-010317-020897",""
"2021/10/27 18:13:30","XEM/JPY","買い","18.682","XEM","62.252435","0","18.682","JPY","-1,163","","","自己","BFF20211027-091330-942764",""
"2021/10/16 12:40:57","XEM/JPY","買い","20.85","XEM","400","0","20.85","JPY","-8,340","","","自己","BFF20211016-034057-341835",""
"2021/10/16 09:15:16","XEM/JPY","買い","20.727","XEM","100","0","20.727","JPY","-2,073","","","自己","BFF20211016-001516-626095",""
"2021/10/16 07:21:25","XEM/JPY","買い","20.875","XEM","100","0","20.875","JPY","-2,088","","","自己","BFF20211015-222125-738279",""
"2021/10/11 17:35:23","XEM","預入","0","XEM","0.05","0","20.695","","0","","","","CDP20211011-083523-493808",""
"2021/10/09 11:09:44","XEM/JPY","売り","18.818","XEM","-436.867249","0","18.818","JPY","8,220","","","自己","BFF20211009-020944-069210",""
"2021/10/03 15:31:37","BTC/JPY","売り","5,164,576","BTC","-0.00105416","0","5,164,576","JPY","5,444","","","自己","BFF20211003-063137-971057",""
"2021/09/22 07:13:17","BTC/JPY","買い","4,668,242","BTC","0.00021999","0","4,668,242","JPY","-1,027","","","自己","BFF20210921-221317-733221",""
"2021/09/22 07:12:38","XEM/JPY","買い","16.84","XEM","59.382422","0","16.84","JPY","-1,000","","","自己","BFF20210921-221238-727958",""
"2021/09/21 14:43:23","BTC/JPY","買い","4,795,151","BTC","0.00083417","0","4,795,151","JPY","-4,000","","","自己","BFF20210921-054323-252905",""
"2021/09/21 08:39:50","XEM/JPY","買い","17.754","XEM","56.325335","0","17.754","JPY","-1,000","","","自己","BFF20210920-233950-273387",""
"2021/09/21 06:40:04","XEM/JPY","買い","18.266","XEM","54.746523","0","18.266","JPY","-1,000","","","自己","BFF20210920-214004-336776",""
"2021/09/20 21:39:19","XEM/JPY","買い","17.479","XEM","57.21151","0","17.479","JPY","-1,000","","","自己","BFF20210920-123919-147761",""
"2021/09/20 20:39:28","XEM/JPY","買い","18.493","XEM","54.074514","0","18.493","JPY","-1,000","","","自己","BFF20210920-113928-689953",""
"2021/09/20 18:22:04","XEM/JPY","買い","19.339","XEM","155.126945","0","19.339","JPY","-3,000","","","自己","BFF20210920-092204-642772",""
"2021/09/17 10:17:22","XEM/JPY","売り","19.475","XEM","-290.251848","0","19.475","JPY","5,652","","","自己","BFF20210917-011722-568343",""
"2021/09/16 23:02:24","BTC/JPY","売り","5,059,750","BTC","-0.00145773","0","5,059,750","JPY","7,375","","","自己","BFF20210916-140224-255671",""
"2021/09/14 00:26:47","BTC","受取","0","BTC","0.00000102","0","5,105,362","","0","","","","REC20210913-152647-677723","bitFlyer Login Bonus(2021/09/14)"
"2021/09/12 11:59:43","BTC/JPY","買い","5,128,736","BTC","0.00048238","0","5,128,736","JPY","-2,474","","","自己","BFF20210912-025943-783292",""
"2021/09/11 18:39:32","BTC/JPY","買い","5,131,699","BTC","0.00097433","0","5,131,699","JPY","-5,000","","","自己","BFF20210911-093932-943934",""
"2021/09/11 00:40:47","XEM/JPY","買い","20.62","XEM","72.744907","0","20.62","JPY","-1,500","","","自己","BFF20210910-154047-557104",""
"2021/09/08 17:24:07","XEM/JPY","買い","19.823","XEM","75.669676","0","19.823","JPY","-1,500","","","自己","BFF20210908-082407-677585",""
"2021/09/08 06:59:42","XEM/JPY","買い","21.151","XEM","141.837265","0","21.151","JPY","-3,000","","","自己","BFF20210907-215942-708493",""
"2021/08/24 14:57:48","XEM/JPY","売り","22.172","XEM","-300","0","22.172","JPY","6,651","","","自己","BFF20210824-055748-135115",""
"2021/08/10 15:29:47","XEM/JPY","買い","21.105","XEM","300","0","21.105","JPY","-6,332","","","自己","BFF20210810-062947-888892",""
"2021/08/07 18:18:10","XEM/JPY","売り","19.036","XEM","-200","0","19.036","JPY","3,807","","","自己","BFF20210807-091810-183584",""
"2021/08/07 18:15:54","XEM/JPY","売り","19.05","XEM","-75.635433","0","19.05","JPY","1,440","","","自己","BFF20210807-091554-166134",""
"2021/08/01 11:50:22","XEM/JPY","売り","19.04","XEM","-100","0","19.04","JPY","1,904","","","自己","BFF20210801-025022-971756",""
"2021/07/28 18:50:18","XEM/JPY","買い","18.597","XEM","268.860568","0","18.597","JPY","-5,000","","","自己","BFF20210728-095018-184323",""
"2021/07/28 11:26:58","XEM/JPY","買い","18.731","XEM","106.774865","0","18.731","JPY","-2,000","","","自己","BFF20210728-022658-670816",""
"2021/07/25 18:22:45","XEM/JPY","売り","15.499","XEM","-671.047022","0","15.499","JPY","10,400","","","自己","BFF20210725-092245-213547",""
"2021/07/25 10:14:20","BTC/JPY","売り","3,661,439","BTC","-0.00000134","0","3,661,439","JPY","4","","","自己","BFF20210725-011420-359323",""
"2021/07/24 09:09:28","BTC","受取","0","BTC","0.00000134","0","3,741,021","","0","","","","REC20210724-000928-887093","bitFlyer Login Bonus(2021/07/24)"
"2021/07/18 12:31:29","XEM/JPY","売り","14.967","XEM","-173.715508","0","14.967","JPY","2,600","","","自己","BFF20210718-033129-445103",""
"2021/07/18 07:03:09","XEM/JPY","買い","18.669","XEM","0.428517","0","18.669","JPY","-8","","","自己","BFF20210717-220309-946605",""
"2021/07/18 03:11:21","BTC/JPY","売り","3,349,437","BTC","-0.00000143","0","3,349,437","JPY","4","","","自己","BFF20210717-181121-215935",""
"2021/07/18 02:33:25","BTC","受取","0","BTC","0.00000143","0","3,452,376","","0","","","","REC20210717-173325-933635","bitFlyer Login Bonus(2021/07/18)"
"2021/07/17 21:05:03","BTC/JPY","売り","3,354,912","BTC","-0.00000134","0","3,354,912","JPY","4","","","自己","BFF20210717-120503-473437",""
"2021/07/14 17:00:09","XEM/JPY","買い","12.868","XEM","310.848616","0","12.868","JPY","-4,000","","","自己","BFF20210714-080009-466606",""
"2021/07/02 04:07:26","BTC","受取","0","BTC","0.00000134","0","3,749,000","","0","","","","REC20210701-190726-592970","bitFlyer Login Bonus(2021/07/02)"
"2021/06/29 05:45:56","XEM/JPY","買い","13.768","XEM","217.896571","0","13.768","JPY","-3,000","","","自己","BFF20210628-204556-524023",""
"2021/06/28 08:42:13","XEM/JPY","買い","13.147","XEM","76.06298","0","13.147","JPY","-1,000","","","自己","BFF20210627-234213-208088",""
"2021/06/27 11:28:09","XEM/JPY","買い","12.896","XEM","77.543424","0","12.896","JPY","-1,000","","","自己","BFF20210627-022809-857007",""
"2021/06/27 08:47:32","XEM/JPY","買い","12.499","XEM","80.0064","0","12.499","JPY","-1,000","","","自己","BFF20210626-234732-710933",""
"2021/06/26 19:32:47","JPY","入金","0","JPY","10,000","0","0","","0","","","","MDP20210626-103247-986608",""
"2021/06/18 06:17:55","XEM/JPY","買い","18.68","XEM","38.062098","0","18.68","JPY","-711","","","自己","BFF20210617-211755-572933",""
"2021/06/18 06:17:37","BTC/JPY","売り","4,025,760","BTC","-0.0001767","0","4,025,760","JPY","711","","","自己","BFF20210617-211737-570709",""
"2021/05/15 11:57:16","XEM/JPY","買い","36.526","XEM","43.913924","0","36.526","JPY","-1,604","","","自己","BFF20210515-025716-813979",""
"2021/05/13 12:51:02","BTC/JPY","買い","5,664,501","BTC","0.00008826","0","5,664,501","JPY","-500","","","自己","BFF20210513-035102-255135",""
"2021/05/13 10:04:17","BTC/JPY","買い","5,653,538","BTC","0.00008844","0","5,653,538","JPY","-500","","","自己","BFF20210513-010417-806541",""
"2021/05/06 10:03:46","XEM/JPY","売り","38.657","XEM","-24.843177","0","38.657","JPY","960","","","自己","BFF20210506-010346-260263",""
"2021/05/06 10:03:28","BTC/JPY","売り","6,040,465","BTC","-0.00027018","0","6,040,465","JPY","1,632","","","自己","BFF20210506-010328-257965",""
"2021/04/26 04:27:21","XEM/JPY","買い","32.202","XEM","24.843177","0","32.202","JPY","-800","","","自己","BFF20210425-192721-581347",""
"2021/04/24 13:12:08","BTC/JPY","買い","5,599,886","BTC","0.00026786","0","5,599,886","JPY","-1,500","","","自己","BFF20210424-041208-779476",""
"2021/04/17 09:58:53","XEM/JPY","売り","45.399","XEM","-50.823235","0","45.399","JPY","2,307","","","自己","BFF20210417-005853-001284",""
"2021/04/12 01:05:04","BTC","受取","0","BTC","0.00000076","0","6,561,496","","0","","","","REC20210411-160504-969084","bitFlyer Login Bonus(2021/04/12)"
"2021/04/10 00:38:23","BTC","受取","0","BTC","0.00000078","0","6,609,140","","0","","","","REC20210409-153823-544862","bitFlyer Login Bonus(2021/04/10)"
"2021/04/09 04:17:08","BTC","受取","0","BTC","0.00000078","0","6,399,995","","0","","","","REC20210408-191708-214293","bitFlyer Login Bonus(2021/04/09)"
"2021/03/16 06:42:31","XEM","預入","0","XEM","50","0","42.93195","","0","","","","CDP20210315-214231-582090",""
"2021/03/12 08:27:48","BTC/JPY","売り","6,100,140","BTC","-0.00000095","0","6,100,140","JPY","5","","","自己","BFF20210311-232748-581146",""
"2021/03/11 05:53:06","XEM","手数料","0","XEM","-3","0","65.34","","0","","","","CWD20210310-205306-740193F",""
"2021/03/11 05:53:06","XEM","外部送付","0","XEM","-28","0","65.34","","0","","","","CWD20210310-205306-740193",""
"2021/03/11 05:51:16","XEM/JPY","買い","64.764","XEM","31.823235","0","64.764","JPY","-2,061","","","自己","BFF20210310-205116-726424",""
"2021/03/10 07:54:46","XEM","手数料","0","XEM","-3","0","61.92375","","0","","","","CWD20210309-225446-758812F",""
"2021/03/10 07:54:46","XEM","外部送付","0","XEM","-47","0","61.92375","","0","","","","CWD20210309-225446-758812",""
"2021/03/10 07:53:33","XEM/JPY","買い","83.975","XEM","50","0","83.975","JPY","-4,199","","","自己","BFF20210309-225333-749791",""
"2021/03/05 03:30:18","BTC","受取","0","BTC","0.00000095","0","5,222,312","","0","","","","REC20210304-183018-282794","bitFlyer Login Bonus(2021/03/05)"
"2021/03/03 05:49:08","XEM/JPY","売り","71.719","XEM","-87.287917","0","71.719","JPY","6,260","","","自己","BFF20210302-204908-642428",""
"2021/02/11 12:05:48","XEM/JPY","買い","46.68","XEM","42.287917","0","46.68","JPY","-1,974","","","自己","BFF20210211-030548-908176",""
"2021/02/11 12:04:54","XEM/JPY","買い","46.704","XEM","45","0","46.704","JPY","-2,102","","","自己","BFF20210211-030454-899656",""
"2021/02/09 12:44:11","BTC/JPY","売り","4,695,676","BTC","-0.00000282","0","4,695,676","JPY","13","","","自己","BFF20210209-034411-393356",""
"2021/02/02 17:10:18","XEM/JPY","売り","24.831","XEM","-102.814995","0","24.831","JPY","2,552","","","自己","BFF20210202-081018-498835",""
"2021/02/02 06:49:55","BTC","受取","0","BTC","0.00000142","0","3,626,400","","0","","","","REC20210201-214955-976393","bitFlyer Login Bonus(2021/02/02)"
"2021/01/31 06:18:05","BTC","受取","0","BTC","0.0000014","0","3,479,881","","0","","","","REC20210130-211805-523220","bitFlyer Login Bonus(2021/01/31)"
"2021/01/29 23:10:03","BTC/JPY","売り","3,773,309","BTC","-0.00040067","0","3,773,309","JPY","1,511","","","自己","BFF20210129-141003-985379",""
"2021/01/22 13:01:59","BTC/JPY","買い","3,339,364","BTC","0.00040067","0","3,339,364","JPY","-1,338","","","自己","BFF20210122-040159-856523",""
"2021/01/22 09:15:36","BTC/JPY","売り","3,019,682","BTC","-0.00044328","0","3,019,682","JPY","1,338","","","自己","BFF20210122-001536-170374",""
"2021/01/17 16:40:36","XEM","手数料","0","XEM","-3","0","22.55165","","0","","","","CWD20210117-074036-656072F",""
"2021/01/17 16:40:36","XEM","外部送付","0","XEM","-60","0","22.55165","","0","","","","CWD20210117-074036-656072",""
"2021/01/17 16:31:10","BTC/JPY","買い","3,774,106","BTC","0.00044328","0","3,774,106","JPY","-1,673","","","自己","BFF20210117-073110-588902",""
"2021/01/13 11:16:32","XEM/JPY","買い","22.96","XEM","65.33101","0","22.96","JPY","-1,500","","","自己","BFF20210113-021632-347796",""
